D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_18.raw	R_9.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_19.raw	R_9.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_20.raw	R_9.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_21.raw	F_8.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_22.raw	F_8.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_23.raw	F_8.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_24.raw	F_8.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_25.raw	F_8.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_26.raw	R_8.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_27.raw	R_8.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_28.raw	R_8.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_29.raw	R_8.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_30.raw	R_8.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_31.raw	F_7.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_32.raw	F_7.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_33.raw	F_7.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_34.raw	F_7.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_35.raw	F_7.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_36.raw	R_7.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_37.raw	R_7.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_38.raw	R_7.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_39.raw	R_7.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_40.raw	R_7.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_41.raw	F_6.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_42.raw	F_6.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_43.raw	F_6.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_44.raw	F_6.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_45.raw	F_6.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_46.raw	R_6.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_47.raw	R_6.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_48.raw	R_6.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_49.raw	R_6.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_50.raw	R_6.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_51.raw	Evo_1.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_52.raw	Evo_1.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_53.raw	Evo_1.3
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_54.raw	Evo_1.4
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_55.raw	Evo_1.5
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_56.raw	Plate_1.1
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_57.raw	Plate_1.2
D:\DATA\Susan\uPillar_Exp1\20240603_EV_MEKONG_VP_FAIMS_Aurora_40SPD_1593_DIA_Susan_uPillar_P1_58.raw	Plate_1.3
